,ocel:eid,time:timestamp,concept:name,case:concept:name,case:role,case:weight,case:price,case:ocel:type
22,confirm_o-990010,2023-04-06 16:31:47+00:00,confirm order,o-990010,,,3751.0,orders
23,place_o-990011,2023-04-06 17:40:17+00:00,place order,o-990011,,,783.98,orders
24,place_o-990012,2023-04-07 08:53:28+00:00,place order,o-990012,,,3463.97,orders
25,confirm_o-990012,2023-04-07 10:03:35+00:00,confirm order,o-990012,,,3463.97,orders
26,pay_o-990007,2023-04-07 13:22:22+00:00,pay order,o-990007,,,2600.98,orders
27,place_o-990013,2023-04-07 14:10:31+00:00,place order,o-990013,,,3349.99,orders
28,confirm_o-990013,2023-04-07 15:19:53+00:00,confirm order,o-990013,,,3349.99,orders
29,place_o-990014,2023-04-07 18:41:21+00:00,place order,o-990014,,,1098.99,orders
30,place_o-990015,2023-04-09 14:15:59+00:00,place order,o-990015,,,703.98,orders
31,place_o-990016,2023-04-10 11:37:17+00:00,place order,o-990016,,,3990.98,orders
32,pay_o-990002,2023-04-10 13:00:09+00:00,pay order,o-990002,,,3083.0,orders
33,place_o-990017,2023-04-10 16:34:53+00:00,place order,o-990017,,,853.95,orders
34,confirm_o-990014,2023-04-10 17:36:39+00:00,confirm order,o-990014,,,1098.99,orders
35,confirm_o-990017,2023-04-10 19:28:12+00:00,confirm order,o-990017,,,853.95,orders
36,confirm_o-990011,2023-04-10 21:55:54+00:00,confirm order,o-990011,,,783.98,orders
37,place_o-990018,2023-04-10 23:25:17+00:00,place order,o-990018,,,2551.98,orders
38,pay_o-990014,2023-04-11 08:43:14+00:00,pay order,o-990014,,,1098.99,orders
39,confirm_o-990018,2023-04-11 09:03:16+00:00,confirm order,o-990018,,,2551.98,orders
40,confirm_o-990016,2023-04-11 09:30:24+00:00,confirm order,o-990016,,,3990.98,orders
41,confirm_o-990015,2023-04-11 10:47:20+00:00,confirm order,o-990015,,,703.98,orders
42,place_o-990019,2023-04-11 12:24:07+00:00,place order,o-990019,,,1498.99,orders
43,place_o-990020,2023-04-11 17:08:33+00:00,place order,o-990020,,,1319.99,orders
44,place_o-990021,2023-04-12 03:57:11+00:00,place order,o-990021,,,1798.99,orders
45,confirm_o-990019,2023-04-12 08:55:57+00:00,confirm order,o-990019,,,1498.99,orders
46,confirm_o-990021,2023-04-12 11:44:39+00:00,confirm order,o-990021,,,1798.99,orders
47,place_o-990022,2023-04-12 13:23:13+00:00,place order,o-990022,,,2998.98,orders
48,confirm_o-990020,2023-04-12 14:26:45+00:00,confirm order,o-990020,,,1319.99,orders
49,pay_o-990006,2023-04-12 15:22:49+00:00,pay order,o-990006,,,5732.98,orders
50,pay_o-990015,2023-04-12 15:34:14+00:00,pay order,o-990015,,,703.98,orders
51,place_o-990023,2023-04-12 18:06:45+00:00,place order,o-990023,,,3347.99,orders
52,pay_o-990011,2023-04-12 18:44:17+00:00,pay order,o-990011,,,783.98,orders
53,place_o-990024,2023-04-13 09:09:49+00:00,place order,o-990024,,,1159.99,orders
54,confirm_o-990022,2023-04-13 10:47:59+00:00,confirm order,o-990022,,,2998.98,orders
55,confirm_o-990023,2023-04-13 11:26:39+00:00,confirm order,o-990023,,,3347.99,orders
56,place_o-990025,2023-04-13 13:39:56+00:00,place order,o-990025,,,986.99,orders
57,confirm_o-990025,2023-04-13 16:07:55+00:00,confirm order,o-990025,,,986.99,orders
58,pay_o-990021,2023-04-13 18:25:42+00:00,pay order,o-990021,,,1798.99,orders
59,place_o-990026,2023-04-13 18:40:11+00:00,place order,o-990026,,,829.98,orders
60,pay_o-990017,2023-04-13 20:52:12+00:00,pay order,o-990017,,,853.95,orders
61,pay_o-990025,2023-04-14 10:05:59+00:00,pay order,o-990025,,,986.99,orders
62,place_o-990027,2023-04-14 10:16:41+00:00,place order,o-990027,,,630.99,orders
63,pay_o-990018,2023-04-14 10:26:41+00:00,pay order,o-990018,,,2551.98,orders
64,confirm_o-990026,2023-04-14 10:56:07+00:00,confirm order,o-990026,,,829.98,orders
65,confirm_o-990024,2023-04-14 11:13:33+00:00,confirm order,o-990024,,,1159.99,orders
66,place_o-990028,2023-04-14 14:53:41+00:00,place order,o-990028,,,2451.99,orders
67,place_o-990029,2023-04-14 20:21:40+00:00,place order,o-990029,,,883.98,orders
68,place_o-990030,2023-04-17 02:45:08+00:00,place order,o-990030,,,3749.94,orders
69,confirm_o-990030,2023-04-17 09:09:39+00:00,confirm order,o-990030,,,3749.94,orders
70,confirm_o-990027,2023-04-17 10:00:16+00:00,confirm order,o-990027,,,630.99,orders
71,confirm_o-990029,2023-04-17 10:35:32+00:00,confirm order,o-990029,,,883.98,orders
72,pay_o-990020,2023-04-17 11:17:45+00:00,pay order,o-990020,,,1319.99,orders
73,place_o-990031,2023-04-17 13:03:58+00:00,place order,o-990031,,,713.98,orders
74,pay_o-990027,2023-04-17 13:47:52+00:00,pay order,o-990027,,,630.99,orders
75,place_o-990032,2023-04-17 17:28:15+00:00,place order,o-990032,,,1542.97,orders
76,confirm_o-990028,2023-04-17 19:14:29+00:00,confirm order,o-990028,,,2451.99,orders
77,place_o-990033,2023-04-18 07:33:53+00:00,place order,o-990033,,,3632.99,orders
78,confirm_o-990033,2023-04-18 11:07:33+00:00,confirm order,o-990033,,,3632.99,orders
79,place_o-990034,2023-04-18 13:21:35+00:00,place order,o-990034,,,1453.98,orders
80,pay_o-990019,2023-04-18 15:39:09+00:00,pay order,o-990019,,,1498.99,orders
81,confirm_o-990031,2023-04-18 16:35:49+00:00,confirm order,o-990031,,,713.98,orders
82,pay_o-990010,2023-04-18 16:41:49+00:00,pay order,o-990010,,,3751.0,orders
83,place_o-990035,2023-04-18 18:03:28+00:00,place order,o-990035,,,2261.98,orders
84,place_o-990036,2023-04-19 09:03:02+00:00,place order,o-990036,,,3488.99,orders
85,pay_o-990030,2023-04-19 10:05:51+00:00,pay order,o-990030,,,3749.94,orders
86,place_o-990037,2023-04-19 13:26:23+00:00,place order,o-990037,,,3311.97,orders
87,confirm_o-990035,2023-04-19 13:38:52+00:00,confirm order,o-990035,,,2261.98,orders
88,confirm_o-990034,2023-04-19 13:54:50+00:00,confirm order,o-990034,,,1453.98,orders
89,confirm_o-990037,2023-04-19 15:03:35+00:00,confirm order,o-990037,,,3311.97,orders
90,confirm_o-990036,2023-04-19 15:35:19+00:00,confirm order,o-990036,,,3488.99,orders
91,pay_o-990035,2023-04-19 15:46:50+00:00,pay order,o-990035,,,2261.98,orders
92,place_o-990038,2023-04-19 18:13:05+00:00,place order,o-990038,,,823.98,orders
93,confirm_o-990032,2023-04-19 22:17:22+00:00,confirm order,o-990032,,,1542.97,orders
94,place_o-990039,2023-04-20 09:22:28+00:00,place order,o-990039,,,2762.98,orders
95,place_o-990040,2023-04-20 14:05:15+00:00,place order,o-990040,,,663.0,orders
96,confirm_o-990039,2023-04-20 14:59:30+00:00,confirm order,o-990039,,,2762.98,orders
97,place_o-990041,2023-04-20 18:30:49+00:00,place order,o-990041,,,2710.98,orders
98,pay_o-990022,2023-04-21 09:39:11+00:00,pay order,o-990022,,,2998.98,orders
99,place_o-990042,2023-04-21 09:57:57+00:00,place order,o-990042,,,5327.97,orders
100,confirm_o-990041,2023-04-21 10:11:42+00:00,confirm order,o-990041,,,2710.98,orders
101,pay_o-990033,2023-04-21 10:58:46+00:00,pay order,o-990033,,,3632.99,orders
102,confirm_o-990038,2023-04-21 14:33:45+00:00,confirm order,o-990038,,,823.98,orders
103,pay_o-990024,2023-04-21 14:53:48+00:00,pay order,o-990024,,,1159.99,orders
104,place_o-990043,2023-04-21 15:16:13+00:00,place order,o-990043,,,134.98,orders
105,pay_o-990032,2023-04-21 16:13:19+00:00,pay order,o-990032,,,1542.97,orders
106,confirm_o-990042,2023-04-21 17:21:37+00:00,confirm order,o-990042,,,5327.97,orders
107,place_o-990044,2023-04-21 20:29:16+00:00,place order,o-990044,,,673.98,orders
108,place_o-990045,2023-04-24 03:30:44+00:00,place order,o-990045,,,1853.0,orders
109,confirm_o-990043,2023-04-24 09:24:09+00:00,confirm order,o-990043,,,134.98,orders
110,confirm_o-990045,2023-04-24 11:09:11+00:00,confirm order,o-990045,,,1853.0,orders
111,place_o-990046,2023-04-24 12:54:07+00:00,place order,o-990046,,,3304.0,orders
112,confirm_o-990044,2023-04-24 13:40:32+00:00,confirm order,o-990044,,,673.98,orders
113,place_o-990047,2023-04-24 18:08:33+00:00,place order,o-990047,,,8016.98,orders
114,pay_o-990039,2023-04-24 18:58:03+00:00,pay order,o-990039,,,2762.98,orders
115,confirm_o-990047,2023-04-25 08:15:49+00:00,confirm order,o-990047,,,8016.98,orders
116,place_o-990048,2023-04-25 09:13:25+00:00,place order,o-990048,,,1283.98,orders
117,place_o-990049,2023-04-25 13:47:09+00:00,place order,o-990049,,,700.98,orders
118,confirm_o-990048,2023-04-25 14:34:04+00:00,confirm order,o-990048,,,1283.98,orders
119,reminder_o-990003_1,2023-04-25 15:27:08+00:00,payment reminder,o-990003,,,3599.99,orders
120,place_o-990050,2023-04-25 18:54:36+00:00,place order,o-990050,,,6518.96,orders
121,reminder_o-990009_2,2023-04-26 10:12:38+00:00,payment reminder,o-990009,,,1268.98,orders
122,place_o-990051,2023-04-26 10:45:31+00:00,place order,o-990051,,,570.99,orders
123,confirm_o-990050,2023-04-26 12:08:51+00:00,confirm order,o-990050,,,6518.96,orders
124,confirm_o-990046,2023-04-26 13:13:28+00:00,confirm order,o-990046,,,3304.0,orders
125,pay_o-990047,2023-04-26 15:05:15+00:00,pay order,o-990047,,,8016.98,orders
126,reminder_o-990004_3,2023-04-26 15:26:08+00:00,payment reminder,o-990004,,,2241.95,orders
127,pay_o-990028,2023-04-26 15:43:20+00:00,pay order,o-990028,,,2451.99,orders
128,place_o-990052,2023-04-26 15:51:21+00:00,place order,o-990052,,,2514.97,orders
129,pay_o-990050,2023-04-26 16:00:15+00:00,pay order,o-990050,,,6518.96,orders
130,confirm_o-990051,2023-04-26 16:29:10+00:00,confirm order,o-990051,,,570.99,orders
131,place_o-990053,2023-04-26 22:14:41+00:00,place order,o-990053,,,1333.98,orders
132,confirm_o-990053,2023-04-27 09:45:40+00:00,confirm order,o-990053,,,1333.98,orders
133,reminder_o-990012_4,2023-04-27 10:03:35+00:00,payment reminder,o-990012,,,3463.97,orders
134,confirm_o-990049,2023-04-27 10:32:53+00:00,confirm order,o-990049,,,700.98,orders
135,place_o-990054,2023-04-27 11:48:20+00:00,place order,o-990054,,,3281.96,orders
136,pay_o-990044,2023-04-27 12:50:21+00:00,pay order,o-990044,,,673.98,orders
137,reminder_o-990013_5,2023-04-27 15:19:53+00:00,payment reminder,o-990013,,,3349.99,orders
138,pay_o-990029,2023-04-27 15:28:08+00:00,pay order,o-990029,,,883.98,orders
139,pay_o-990009,2023-04-27 15:55:33+00:00,pay order,o-990009,,,1268.98,orders
140,place_o-990055,2023-04-27 16:56:59+00:00,place order,o-990055,,,1432.97,orders
141,confirm_o-990052,2023-04-27 17:18:16+00:00,confirm order,o-990052,,,2514.97,orders
142,pay_o-990031,2023-04-27 22:22:34+00:00,pay order,o-990031,,,713.98,orders
143,place_o-990056,2023-04-28 02:49:57+00:00,place order,o-990056,,,1233.99,orders
144,pay_o-990045,2023-04-28 08:57:52+00:00,pay order,o-990045,,,1853.0,orders
145,pay_o-990026,2023-04-28 09:03:32+00:00,pay order,o-990026,,,829.98,orders
146,pay_o-990013,2023-04-28 09:18:45+00:00,pay order,o-990013,,,3349.99,orders
147,confirm_o-990055,2023-04-28 10:36:57+00:00,confirm order,o-990055,,,1432.97,orders
148,place_o-990057,2023-04-28 13:09:15+00:00,place order,o-990057,,,3390.0,orders
149,confirm_o-990057,2023-04-28 15:46:10+00:00,confirm order,o-990057,,,3390.0,orders
150,confirm_o-990056,2023-04-28 16:04:09+00:00,confirm order,o-990056,,,1233.99,orders
151,place_o-990058,2023-04-28 17:38:49+00:00,place order,o-990058,,,2129.97,orders
152,confirm_o-990040,2023-04-28 18:57:43+00:00,confirm order,o-990040,,,663.0,orders
153,place_o-990059,2023-04-29 17:12:07+00:00,place order,o-990059,,,669.98,orders
154,place_o-990060,2023-05-01 08:01:41+00:00,place order,o-990060,,,554.95,orders
155,confirm_o-990054,2023-05-01 08:59:18+00:00,confirm order,o-990054,,,3281.96,orders
156,reminder_o-990016_6,2023-05-01 09:30:24+00:00,payment reminder,o-990016,,,3990.98,orders
157,pay_o-990004,2023-05-01 09:40:47+00:00,pay order,o-990004,,,2241.95,orders
158,place_o-990061,2023-05-01 09:50:37+00:00,place order,o-990061,,,7482.0,orders
159,place_o-990062,2023-05-01 11:59:20+00:00,place order,o-990062,,,620.98,orders
160,confirm_o-990061,2023-05-01 12:44:26+00:00,confirm order,o-990061,,,7482.0,orders
161,confirm_o-990059,2023-05-01 13:15:45+00:00,confirm order,o-990059,,,669.98,orders
162,place_o-990063,2023-05-01 14:16:46+00:00,place order,o-990063,,,144.98,orders
163,confirm_o-990060,2023-05-01 14:18:38+00:00,confirm order,o-990060,,,554.95,orders
164,place_o-990064,2023-05-01 15:51:37+00:00,place order,o-990064,,,4548.98,orders
165,confirm_o-990058,2023-05-01 16:07:16+00:00,confirm order,o-990058,,,2129.97,orders
166,pay_o-990043,2023-05-01 16:58:54+00:00,pay order,o-990043,,,134.98,orders
167,confirm_o-990064,2023-05-01 17:04:00+00:00,confirm order,o-990064,,,4548.98,orders
168,place_o-990065,2023-05-01 18:01:20+00:00,place order,o-990065,,,729.98,orders
169,place_o-990066,2023-05-01 19:40:11+00:00,place order,o-990066,,,4453.99,orders
170,place_o-990067,2023-05-01 22:56:34+00:00,place order,o-990067,,,294.98,orders
171,confirm_o-990063,2023-05-02 09:26:36+00:00,confirm order,o-990063,,,144.98,orders
172,place_o-990068,2023-05-02 09:41:19+00:00,place order,o-990068,,,3779.98,orders
173,confirm_o-990066,2023-05-02 09:45:31+00:00,confirm order,o-990066,,,4453.99,orders
174,confirm_o-990067,2023-05-02 10:28:45+00:00,confirm order,o-990067,,,294.98,orders
175,confirm_o-990068,2023-05-02 11:23:12+00:00,confirm order,o-990068,,,3779.98,orders
176,place_o-990069,2023-05-02 11:40:44+00:00,place order,o-990069,,,3512.98,orders
177,pay_o-990067,2023-05-02 12:34:32+00:00,pay order,o-990067,,,294.98,orders
178,place_o-990070,2023-05-02 13:39:33+00:00,place order,o-990070,,,1283.99,orders
179,confirm_o-990069,2023-05-02 14:49:33+00:00,confirm order,o-990069,,,3512.98,orders
180,confirm_o-990070,2023-05-02 15:21:16+00:00,confirm order,o-990070,,,1283.99,orders
181,place_o-990071,2023-05-02 15:37:12+00:00,place order,o-990071,,,3755.98,orders
182,pay_o-990066,2023-05-02 15:44:08+00:00,pay order,o-990066,,,4453.99,orders
183,place_o-990072,2023-05-02 17:32:29+00:00,place order,o-990072,,,4222.99,orders
184,place_o-990073,2023-05-02 19:23:04+00:00,place order,o-990073,,,3093.99,orders
185,confirm_o-990062,2023-05-02 19:23:34+00:00,confirm order,o-990062,,,620.98,orders
186,place_o-990074,2023-05-02 22:22:19+00:00,place order,o-990074,,,1502.97,orders
187,place_o-990075,2023-05-03 08:32:50+00:00,place order,o-990075,,,704.0,orders
188,confirm_o-990074,2023-05-03 09:08:02+00:00,confirm order,o-990074,,,1502.97,orders
189,pay_o-990060,2023-05-03 09:15:45+00:00,pay order,o-990060,,,554.95,orders
190,confirm_o-990075,2023-05-03 09:59:40+00:00,confirm order,o-990075,,,704.0,orders
191,confirm_o-990071,2023-05-03 10:30:33+00:00,confirm order,o-990071,,,3755.98,orders
192,place_o-990076,2023-05-03 10:37:20+00:00,place order,o-990076,,,1762.98,orders
193,confirm_o-990076,2023-05-03 10:46:28+00:00,confirm order,o-990076,,,1762.98,orders
194,reminder_o-990023_7,2023-05-03 11:26:39+00:00,payment reminder,o-990023,,,3347.99,orders
195,pay_o-990057,2023-05-03 12:22:07+00:00,pay order,o-990057,,,3390.0,orders
196,place_o-990077,2023-05-03 12:32:46+00:00,place order,o-990077,,,2452.99,orders
197,confirm_o-990072,2023-05-03 13:06:23+00:00,confirm order,o-990072,,,4222.99,orders
198,confirm_o-990073,2023-05-03 13:39:23+00:00,confirm order,o-990073,,,3093.99,orders
199,confirm_o-990077,2023-05-03 13:45:26+00:00,confirm order,o-990077,,,2452.99,orders
200,pay_o-990052,2023-05-03 14:12:52+00:00,pay order,o-990052,,,2514.97,orders
201,place_o-990078,2023-05-03 14:23:38+00:00,place order,o-990078,,,1482.98,orders
202,confirm_o-990065,2023-05-03 14:51:29+00:00,confirm order,o-990065,,,729.98,orders
203,pay_o-990077,2023-05-03 14:55:37+00:00,pay order,o-990077,,,2452.99,orders
204,place_o-990079,2023-05-03 16:05:21+00:00,place order,o-990079,,,2002.0,orders
205,pay_o-990003,2023-05-03 16:12:32+00:00,pay order,o-990003,,,3599.99,orders
206,confirm_o-990079,2023-05-03 16:22:06+00:00,confirm order,o-990079,,,2002.0,orders
207,pay_o-990041,2023-05-03 16:42:26+00:00,pay order,o-990041,,,2710.98,orders
208,place_o-990080,2023-05-03 17:28:48+00:00,place order,o-990080,,,384.96,orders
209,pay_o-990076,2023-05-03 17:34:36+00:00,pay order,o-990076,,,1762.98,orders
210,confirm_o-990078,2023-05-03 18:29:39+00:00,confirm order,o-990078,,,1482.98,orders
211,place_o-990081,2023-05-03 19:15:41+00:00,place order,o-990081,,,804.0,orders
212,place_o-990082,2023-05-03 22:07:34+00:00,place order,o-990082,,,454.95,orders
213,place_o-990083,2023-05-04 07:46:20+00:00,place order,o-990083,,,1104.0,orders
214,confirm_o-990080,2023-05-04 09:21:14+00:00,confirm order,o-990080,,,384.96,orders
215,pay_o-990046,2023-05-04 10:32:52+00:00,pay order,o-990046,,,3304.0,orders
216,place_o-990084,2023-05-04 10:33:04+00:00,place order,o-990084,,,7516.96,orders
217,pay_o-990012,2023-05-04 12:12:44+00:00,pay order,o-990012,,,3463.97,orders
218,pay_o-990042,2023-05-04 12:13:49+00:00,pay order,o-990042,,,5327.97,orders
219,place_o-990085,2023-05-04 12:24:13+00:00,place order,o-990085,,,5207.97,orders
220,pay_o-990075,2023-05-04 12:40:51+00:00,pay order,o-990075,,,704.0,orders
221,confirm_o-990083,2023-05-04 12:42:22+00:00,confirm order,o-990083,,,1104.0,orders
222,confirm_o-990084,2023-05-04 13:44:12+00:00,confirm order,o-990084,,,7516.96,orders
223,place_o-990086,2023-05-04 14:06:32+00:00,place order,o-990086,,,7250.0,orders
224,pay_o-990038,2023-05-04 14:46:33+00:00,pay order,o-990038,,,823.98,orders
225,pay_o-990064,2023-05-04 14:47:02+00:00,pay order,o-990064,,,4548.98,orders
226,confirm_o-990081,2023-05-04 15:01:59+00:00,confirm order,o-990081,,,804.0,orders
227,confirm_o-990082,2023-05-04 15:24:53+00:00,confirm order,o-990082,,,454.95,orders
228,place_o-990087,2023-05-04 15:31:10+00:00,place order,o-990087,,,2380.97,orders
229,pay_o-990082,2023-05-04 15:50:45+00:00,pay order,o-990082,,,454.95,orders
230,pay_o-990065,2023-05-04 16:07:20+00:00,pay order,o-990065,,,729.98,orders
231,confirm_o-990085,2023-05-04 16:07:47+00:00,confirm order,o-990085,,,5207.97,orders
232,place_o-990088,2023-05-04 17:20:25+00:00,place order,o-990088,,,1691.96,orders
233,confirm_o-990086,2023-05-04 18:02:00+00:00,confirm order,o-990086,,,7250.0,orders
234,pay_o-990016,2023-05-04 18:22:08+00:00,pay order,o-990016,,,3990.98,orders
235,place_o-990089,2023-05-04 18:58:56+00:00,place order,o-990089,,,2404.99,orders
236,place_o-990090,2023-05-04 22:32:59+00:00,place order,o-990090,,,703.97,orders
237,place_o-990091,2023-05-05 08:54:09+00:00,place order,o-990091,,,1612.97,orders
238,pay_o-990079,2023-05-05 09:07:51+00:00,pay order,o-990079,,,2002.0,orders
239,pay_o-990040,2023-05-05 09:17:33+00:00,pay order,o-990040,,,663.0,orders
240,pay_o-990054,2023-05-05 09:33:10+00:00,pay order,o-990054,,,3281.96,orders
241,pay_o-990078,2023-05-05 09:49:35+00:00,pay order,o-990078,,,1482.98,orders
242,confirm_o-990091,2023-05-05 10:06:50+00:00,confirm order,o-990091,,,1612.97,orders
243,confirm_o-990089,2023-05-05 10:22:53+00:00,confirm order,o-990089,,,2404.99,orders
244,place_o-990092,2023-05-05 11:09:20+00:00,place order,o-990092,,,563.99,orders
245,place_o-990093,2023-05-05 12:36:45+00:00,place order,o-990093,,,2532.97,orders
246,pay_o-990058,2023-05-05 13:51:27+00:00,pay order,o-990058,,,2129.97,orders
247,place_o-990094,2023-05-05 14:31:36+00:00,place order,o-990094,,,1283.98,orders
248,confirm_o-990090,2023-05-05 15:28:42+00:00,confirm order,o-990090,,,703.97,orders
249,pay_o-990073,2023-05-05 16:00:24+00:00,pay order,o-990073,,,3093.99,orders
250,confirm_o-990094,2023-05-05 16:02:54+00:00,confirm order,o-990094,,,1283.98,orders
251,place_o-990095,2023-05-05 16:21:18+00:00,place order,o-990095,,,2634.0,orders
252,confirm_o-990095,2023-05-05 16:35:31+00:00,confirm order,o-990095,,,2634.0,orders
253,place_o-990096,2023-05-05 18:00:41+00:00,place order,o-990096,,,1101.96,orders
254,place_o-990097,2023-05-05 19:38:14+00:00,place order,o-990097,,,3303.99,orders
255,place_o-990098,2023-05-05 22:52:40+00:00,place order,o-990098,,,1809.0,orders
256,place_o-990099,2023-05-06 20:05:12+00:00,place order,o-990099,,,174.98,orders
257,place_o-990100,2023-05-07 19:24:17+00:00,place order,o-990100,,,1094.99,orders
258,confirm_o-990099,2023-05-08 08:24:37+00:00,confirm order,o-990099,,,174.98,orders
259,place_o-990101,2023-05-08 09:01:42+00:00,place order,o-990101,,,84.99,orders
260,confirm_o-990087,2023-05-08 09:32:48+00:00,confirm order,o-990087,,,2380.97,orders
261,place_o-990102,2023-05-08 10:21:30+00:00,place order,o-990102,,,2414.97,orders
262,pay_o-990023,2023-05-08 10:22:38+00:00,pay order,o-990023,,,3347.99,orders
263,pay_o-990091,2023-05-08 10:25:27+00:00,pay order,o-990091,,,1612.97,orders
264,confirm_o-990093,2023-05-08 10:29:11+00:00,confirm order,o-990093,,,2532.97,orders
265,confirm_o-990092,2023-05-08 10:31:12+00:00,confirm order,o-990092,,,563.99,orders
266,confirm_o-990097,2023-05-08 10:40:02+00:00,confirm order,o-990097,,,3303.99,orders
267,pay_o-990055,2023-05-08 11:21:03+00:00,pay order,o-990055,,,1432.97,orders
268,pay_o-990053,2023-05-08 11:36:58+00:00,pay order,o-990053,,,1333.98,orders
269,confirm_o-990098,2023-05-08 11:57:01+00:00,confirm order,o-990098,,,1809.0,orders
270,place_o-990103,2023-05-08 12:01:05+00:00,place order,o-990103,,,3797.98,orders
271,pay_o-990083,2023-05-08 12:13:15+00:00,pay order,o-990083,,,1104.0,orders
272,confirm_o-990100,2023-05-08 12:16:47+00:00,confirm order,o-990100,,,1094.99,orders
273,confirm_o-990101,2023-05-08 12:24:31+00:00,confirm order,o-990101,,,84.99,orders
274,place_o-990104,2023-05-08 13:20:16+00:00,place order,o-990104,,,5501.98,orders
275,pay_o-990099,2023-05-08 13:36:27+00:00,pay order,o-990099,,,174.98,orders
276,confirm_o-990088,2023-05-08 13:44:21+00:00,confirm order,o-990088,,,1691.96,orders
277,pay_o-990080,2023-05-08 14:55:43+00:00,pay order,o-990080,,,384.96,orders
278,place_o-990105,2023-05-08 14:58:38+00:00,place order,o-990105,,,3290.97,orders
279,confirm_o-990103,2023-05-08 15:20:17+00:00,confirm order,o-990103,,,3797.98,orders
280,pay_o-990056,2023-05-08 17:12:34+00:00,pay order,o-990056,,,1233.99,orders
281,place_o-990106,2023-05-08 17:15:21+00:00,place order,o-990106,,,3931.96,orders
282,place_o-990107,2023-05-08 18:48:48+00:00,place order,o-990107,,,3295.98,orders
283,place_o-990108,2023-05-08 22:02:35+00:00,place order,o-990108,,,1974.98,orders
284,place_o-990109,2023-05-09 07:16:27+00:00,place order,o-990109,,,2324.98,orders
285,pay_o-990051,2023-05-09 09:25:50+00:00,pay order,o-990051,,,570.99,orders
286,place_o-990110,2023-05-09 10:00:11+00:00,place order,o-990110,,,2829.0,orders
287,confirm_o-990106,2023-05-09 10:13:28+00:00,confirm order,o-990106,,,3931.96,orders
288,confirm_o-990108,2023-05-09 10:21:45+00:00,confirm order,o-990108,,,1974.98,orders
289,confirm_o-990102,2023-05-09 10:36:58+00:00,confirm order,o-990102,,,2414.97,orders
290,place_o-990111,2023-05-09 11:18:28+00:00,place order,o-990111,,,3354.0,orders
291,confirm_o-990110,2023-05-09 11:42:46+00:00,confirm order,o-990110,,,2829.0,orders
292,place_o-990112,2023-05-09 12:55:01+00:00,place order,o-990112,,,3533.98,orders
293,pay_o-990070,2023-05-09 13:26:56+00:00,pay order,o-990070,,,1283.99,orders
294,reminder_o-990034_8,2023-05-09 13:54:50+00:00,payment reminder,o-990034,,,1453.98,orders
295,confirm_o-990096,2023-05-09 14:20:13+00:00,confirm order,o-990096,,,1101.96,orders
296,reminder_o-990037_9,2023-05-09 15:03:35+00:00,payment reminder,o-990037,,,3311.97,orders
297,confirm_o-990111,2023-05-09 15:06:45+00:00,confirm order,o-990111,,,3354.0,orders
298,place_o-990113,2023-05-09 15:08:08+00:00,place order,o-990113,,,1425.0,orders
299,confirm_o-990105,2023-05-09 15:30:39+00:00,confirm order,o-990105,,,3290.97,orders
300,reminder_o-990036_10,2023-05-09 15:35:19+00:00,payment reminder,o-990036,,,3488.99,orders
301,confirm_o-990107,2023-05-09 16:06:19+00:00,confirm order,o-990107,,,3295.98,orders
302,place_o-990114,2023-05-09 16:34:22+00:00,place order,o-990114,,,5374.96,orders
