,ocel:eid,time:timestamp,concept:name,case:concept:name,case:role,case:weight,case:price,case:ocel:type
125,fail_p-660027_11,2023-05-08 12:36:05+00:00,failed delivery,p-660027,,5.656,,packages
126,create_p-660041,2023-05-08 14:59:28+00:00,create package,p-660041,,9.819,,packages
127,fail_p-660027_12,2023-05-08 16:07:48+00:00,failed delivery,p-660027,,5.656,,packages
128,send_p-660040,2023-05-08 16:15:20+00:00,send package,p-660040,,2.151,,packages
129,deliver_p-660027,2023-05-08 16:23:52+00:00,package delivered,p-660027,,5.656,,packages
130,create_p-660042,2023-05-09 09:14:38+00:00,create package,p-660042,,5.083,,packages
131,deliver_p-660037,2023-05-09 09:48:06+00:00,package delivered,p-660037,,6.292,,packages
132,send_p-660042,2023-05-09 10:20:27+00:00,send package,p-660042,,5.083,,packages
133,create_p-660043,2023-05-09 10:27:23+00:00,create package,p-660043,,2.295,,packages
134,deliver_p-660039,2023-05-09 10:51:13+00:00,package delivered,p-660039,,5.966,,packages
135,fail_p-660040_13,2023-05-09 11:45:52+00:00,failed delivery,p-660040,,2.151,,packages
136,create_p-660044,2023-05-09 12:25:27+00:00,create package,p-660044,,4.282,,packages
137,create_p-660045,2023-05-09 14:22:52+00:00,create package,p-660045,,2.708,,packages
138,send_p-660044,2023-05-09 14:58:51+00:00,send package,p-660044,,4.282,,packages
139,send_p-660041,2023-05-09 15:23:27+00:00,send package,p-660041,,9.819,,packages
140,send_p-660045,2023-05-09 16:05:34+00:00,send package,p-660045,,2.708,,packages
141,create_p-660046,2023-05-09 16:12:58+00:00,create package,p-660046,,0.65,,packages
142,fail_p-660042_14,2023-05-09 16:17:42+00:00,failed delivery,p-660042,,5.083,,packages
143,create_p-660047,2023-05-09 16:27:22+00:00,create package,p-660047,,6.242,,packages
144,deliver_p-660041,2023-05-09 16:51:50+00:00,package delivered,p-660041,,9.819,,packages
145,deliver_p-660045,2023-05-10 08:07:45+00:00,package delivered,p-660045,,2.708,,packages
146,send_p-660043,2023-05-10 08:28:20+00:00,send package,p-660043,,2.295,,packages
147,deliver_p-660040,2023-05-10 09:10:03+00:00,package delivered,p-660040,,2.151,,packages
148,create_p-660048,2023-05-10 09:43:42+00:00,create package,p-660048,,4.992,,packages
149,deliver_p-660042,2023-05-10 09:43:55+00:00,package delivered,p-660042,,5.083,,packages
150,deliver_p-660043,2023-05-10 10:58:01+00:00,package delivered,p-660043,,2.295,,packages
151,send_p-660048,2023-05-10 11:15:03+00:00,send package,p-660048,,4.992,,packages
152,send_p-660046,2023-05-10 12:02:15+00:00,send package,p-660046,,0.65,,packages
153,create_p-660049,2023-05-10 12:29:17+00:00,create package,p-660049,,9.989,,packages
154,fail_p-660046_15,2023-05-10 13:08:13+00:00,failed delivery,p-660046,,0.65,,packages
155,send_p-660047,2023-05-10 14:41:43+00:00,send package,p-660047,,6.242,,packages
156,deliver_p-660046,2023-05-10 15:08:11+00:00,package delivered,p-660046,,0.65,,packages
157,deliver_p-660044,2023-05-10 17:22:12+00:00,package delivered,p-660044,,4.282,,packages
158,deliver_p-660048,2023-05-10 21:27:15+00:00,package delivered,p-660048,,4.992,,packages
159,create_p-660050,2023-05-10 21:34:26+00:00,create package,p-660050,,0.166,,packages
160,create_p-660051,2023-05-11 08:49:20+00:00,create package,p-660051,,4.939,,packages
161,send_p-660049,2023-05-11 09:01:00+00:00,send package,p-660049,,9.989,,packages
162,send_p-660050,2023-05-11 09:51:11+00:00,send package,p-660050,,0.166,,packages
163,create_p-660052,2023-05-11 10:49:17+00:00,create package,p-660052,,2.229,,packages
164,create_p-660053,2023-05-11 11:44:50+00:00,create package,p-660053,,8.667,,packages
165,send_p-660051,2023-05-11 12:43:15+00:00,send package,p-660051,,4.939,,packages
166,deliver_p-660047,2023-05-11 14:15:57+00:00,package delivered,p-660047,,6.242,,packages
167,deliver_p-660050,2023-05-11 15:45:25+00:00,package delivered,p-660050,,0.166,,packages
168,deliver_p-660051,2023-05-11 16:03:35+00:00,package delivered,p-660051,,4.939,,packages
169,send_p-660052,2023-05-11 16:19:29+00:00,send package,p-660052,,2.229,,packages
170,deliver_p-660049,2023-05-11 16:36:37+00:00,package delivered,p-660049,,9.989,,packages
171,create_p-660054,2023-05-11 18:45:30+00:00,create package,p-660054,,2.35,,packages
172,create_p-660055,2023-05-11 19:18:25+00:00,create package,p-660055,,6.38,,packages
173,create_p-660056,2023-05-12 11:09:24+00:00,create package,p-660056,,0.28,,packages
174,create_p-660057,2023-05-12 11:23:58+00:00,create package,p-660057,,3.855,,packages
175,send_p-660055,2023-05-12 12:52:22+00:00,send package,p-660055,,6.38,,packages
176,fail_p-660052_16,2023-05-12 13:51:14+00:00,failed delivery,p-660052,,2.229,,packages
177,create_p-660058,2023-05-12 14:05:18+00:00,create package,p-660058,,3.86,,packages
178,send_p-660056,2023-05-12 14:09:42+00:00,send package,p-660056,,0.28,,packages
179,send_p-660053,2023-05-12 15:49:29+00:00,send package,p-660053,,8.667,,packages
180,deliver_p-660052,2023-05-12 16:00:41+00:00,package delivered,p-660052,,2.229,,packages
181,send_p-660058,2023-05-12 16:35:44+00:00,send package,p-660058,,3.86,,packages
182,create_p-660059,2023-05-12 17:01:06+00:00,create package,p-660059,,6.192,,packages
183,deliver_p-660058,2023-05-12 17:55:54+00:00,package delivered,p-660058,,3.86,,packages
184,create_p-660060,2023-05-13 01:00:00+00:00,create package,p-660060,,9.774,,packages
185,send_p-660054,2023-05-15 11:02:16+00:00,send package,p-660054,,2.35,,packages
186,deliver_p-660055,2023-05-15 11:30:49+00:00,package delivered,p-660055,,6.38,,packages
187,send_p-660057,2023-05-15 13:23:32+00:00,send package,p-660057,,3.855,,packages
188,deliver_p-660056,2023-05-15 14:23:47+00:00,package delivered,p-660056,,0.28,,packages
189,send_p-660059,2023-05-15 14:54:30+00:00,send package,p-660059,,6.192,,packages
190,create_p-660061,2023-05-15 14:59:19+00:00,create package,p-660061,,2.978,,packages
191,deliver_p-660053,2023-05-15 15:31:39+00:00,package delivered,p-660053,,8.667,,packages
192,deliver_p-660057,2023-05-15 16:00:43+00:00,package delivered,p-660057,,3.855,,packages
193,send_p-660061,2023-05-15 16:04:03+00:00,send package,p-660061,,2.978,,packages
194,send_p-660060,2023-05-15 16:44:51+00:00,send package,p-660060,,9.774,,packages
195,deliver_p-660059,2023-05-15 17:05:17+00:00,package delivered,p-660059,,6.192,,packages
196,create_p-660062,2023-05-15 17:07:32+00:00,create package,p-660062,,5.459,,packages
197,deliver_p-660054,2023-05-15 17:29:12+00:00,package delivered,p-660054,,2.35,,packages
198,deliver_p-660061,2023-05-15 19:33:37+00:00,package delivered,p-660061,,2.978,,packages
199,create_p-660063,2023-05-15 22:11:57+00:00,create package,p-660063,,5.793,,packages
200,create_p-660064,2023-05-16 10:02:08+00:00,create package,p-660064,,1.615,,packages
201,send_p-660064,2023-05-16 10:08:56+00:00,send package,p-660064,,1.615,,packages
202,send_p-660063,2023-05-16 10:11:54+00:00,send package,p-660063,,5.793,,packages
203,send_p-660062,2023-05-16 11:24:20+00:00,send package,p-660062,,5.459,,packages
204,create_p-660065,2023-05-16 11:25:15+00:00,create package,p-660065,,2.426,,packages
205,deliver_p-660060,2023-05-16 12:15:25+00:00,package delivered,p-660060,,9.774,,packages
206,create_p-660066,2023-05-16 12:24:35+00:00,create package,p-660066,,1.656,,packages
207,deliver_p-660064,2023-05-16 12:31:47+00:00,package delivered,p-660064,,1.615,,packages
208,create_p-660067,2023-05-16 12:52:40+00:00,create package,p-660067,,5.853,,packages
209,send_p-660066,2023-05-16 12:58:32+00:00,send package,p-660066,,1.656,,packages
210,deliver_p-660062,2023-05-16 14:17:44+00:00,package delivered,p-660062,,5.459,,packages
211,send_p-660065,2023-05-16 14:33:40+00:00,send package,p-660065,,2.426,,packages
212,create_p-660068,2023-05-16 14:36:32+00:00,create package,p-660068,,3.245,,packages
213,send_p-660067,2023-05-16 15:02:05+00:00,send package,p-660067,,5.853,,packages
214,create_p-660069,2023-05-16 15:35:08+00:00,create package,p-660069,,7.235,,packages
215,fail_p-660063_17,2023-05-16 15:43:03+00:00,failed delivery,p-660063,,5.793,,packages
216,deliver_p-660067,2023-05-16 15:52:52+00:00,package delivered,p-660067,,5.853,,packages
217,deliver_p-660065,2023-05-16 16:14:30+00:00,package delivered,p-660065,,2.426,,packages
218,deliver_p-660066,2023-05-16 16:18:06+00:00,package delivered,p-660066,,1.656,,packages
219,send_p-660069,2023-05-17 09:24:36+00:00,send package,p-660069,,7.235,,packages
220,create_p-660070,2023-05-17 10:11:35+00:00,create package,p-660070,,5.762,,packages
221,deliver_p-660069,2023-05-17 10:28:17+00:00,package delivered,p-660069,,7.235,,packages
222,send_p-660070,2023-05-17 11:30:53+00:00,send package,p-660070,,5.762,,packages
223,create_p-660071,2023-05-17 14:21:32+00:00,create package,p-660071,,3.428,,packages
224,create_p-660072,2023-05-17 16:10:26+00:00,create package,p-660072,,1.876,,packages
225,send_p-660068,2023-05-17 16:15:51+00:00,send package,p-660068,,3.245,,packages
226,deliver_p-660063,2023-05-17 16:21:59+00:00,package delivered,p-660063,,5.793,,packages
227,send_p-660072,2023-05-17 16:44:38+00:00,send package,p-660072,,1.876,,packages
228,create_p-660073,2023-05-17 17:21:19+00:00,create package,p-660073,,5.432,,packages
229,send_p-660073,2023-05-17 17:37:42+00:00,send package,p-660073,,5.432,,packages
230,create_p-660074,2023-05-18 01:00:00+00:00,create package,p-660074,,4.172,,packages
231,create_p-660075,2023-05-18 10:14:33+00:00,create package,p-660075,,3.932,,packages
232,send_p-660074,2023-05-18 10:24:39+00:00,send package,p-660074,,4.172,,packages
233,deliver_p-660072,2023-05-18 10:32:20+00:00,package delivered,p-660072,,1.876,,packages
234,send_p-660071,2023-05-18 11:04:43+00:00,send package,p-660071,,3.428,,packages
235,fail_p-660071_18,2023-05-18 11:35:02+00:00,failed delivery,p-660071,,3.428,,packages
236,deliver_p-660073,2023-05-18 11:37:54+00:00,package delivered,p-660073,,5.432,,packages
237,fail_p-660071_19,2023-05-18 12:38:23+00:00,failed delivery,p-660071,,3.428,,packages
238,deliver_p-660074,2023-05-18 14:01:57+00:00,package delivered,p-660074,,4.172,,packages
239,deliver_p-660070,2023-05-18 14:34:25+00:00,package delivered,p-660070,,5.762,,packages
240,create_p-660076,2023-05-18 15:16:44+00:00,create package,p-660076,,3.221,,packages
241,create_p-660077,2023-05-18 16:26:30+00:00,create package,p-660077,,3.784,,packages
242,fail_p-660068_20,2023-05-18 18:00:20+00:00,failed delivery,p-660068,,3.245,,packages
243,create_p-660078,2023-05-18 20:45:50+00:00,create package,p-660078,,2.493,,packages
244,create_p-660079,2023-05-19 08:42:34+00:00,create package,p-660079,,1.64,,packages
245,send_p-660075,2023-05-19 08:45:09+00:00,send package,p-660075,,3.932,,packages
246,create_p-660080,2023-05-19 09:19:20+00:00,create package,p-660080,,2.96,,packages
247,create_p-660081,2023-05-19 09:45:31+00:00,create package,p-660081,,4.477,,packages
248,send_p-660079,2023-05-19 10:01:03+00:00,send package,p-660079,,1.64,,packages
249,send_p-660076,2023-05-19 10:51:59+00:00,send package,p-660076,,3.221,,packages
250,send_p-660077,2023-05-19 10:52:10+00:00,send package,p-660077,,3.784,,packages
251,deliver_p-660068,2023-05-19 10:55:06+00:00,package delivered,p-660068,,3.245,,packages
252,send_p-660078,2023-05-19 10:59:19+00:00,send package,p-660078,,2.493,,packages
253,deliver_p-660075,2023-05-19 11:06:52+00:00,package delivered,p-660075,,3.932,,packages
254,fail_p-660076_21,2023-05-19 12:18:58+00:00,failed delivery,p-660076,,3.221,,packages
255,create_p-660082,2023-05-19 12:34:47+00:00,create package,p-660082,,6.806,,packages
256,send_p-660081,2023-05-19 12:55:55+00:00,send package,p-660081,,4.477,,packages
257,deliver_p-660077,2023-05-19 13:56:52+00:00,package delivered,p-660077,,3.784,,packages
258,fail_p-660071_22,2023-05-19 14:40:44+00:00,failed delivery,p-660071,,3.428,,packages
259,send_p-660082,2023-05-19 14:50:03+00:00,send package,p-660082,,6.806,,packages
260,send_p-660080,2023-05-19 15:43:48+00:00,send package,p-660080,,2.96,,packages
261,deliver_p-660078,2023-05-19 16:06:16+00:00,package delivered,p-660078,,2.493,,packages
262,create_p-660083,2023-05-19 16:28:24+00:00,create package,p-660083,,3.909,,packages
263,deliver_p-660082,2023-05-19 16:41:12+00:00,package delivered,p-660082,,6.806,,packages
264,deliver_p-660081,2023-05-19 16:47:44+00:00,package delivered,p-660081,,4.477,,packages
265,deliver_p-660079,2023-05-19 18:31:46+00:00,package delivered,p-660079,,1.64,,packages
266,deliver_p-660076,2023-05-22 08:22:25+00:00,package delivered,p-660076,,3.221,,packages
267,create_p-660084,2023-05-22 09:30:28+00:00,create package,p-660084,,2.299,,packages
268,create_p-660085,2023-05-22 11:08:59+00:00,create package,p-660085,,8.608,,packages
269,fail_p-660071_23,2023-05-22 12:02:02+00:00,failed delivery,p-660071,,3.428,,packages
270,deliver_p-660071,2023-05-22 12:45:42+00:00,package delivered,p-660071,,3.428,,packages
271,create_p-660086,2023-05-22 14:22:00+00:00,create package,p-660086,,6.61,,packages
272,send_p-660084,2023-05-22 14:41:37+00:00,send package,p-660084,,2.299,,packages
273,deliver_p-660084,2023-05-22 14:59:49+00:00,package delivered,p-660084,,2.299,,packages
274,create_p-660087,2023-05-22 17:01:22+00:00,create package,p-660087,,1.19,,packages
275,fail_p-660080_24,2023-05-22 17:24:53+00:00,failed delivery,p-660080,,2.96,,packages
276,create_p-660088,2023-05-22 17:28:48+00:00,create package,p-660088,,3.59,,packages
277,send_p-660087,2023-05-22 17:55:39+00:00,send package,p-660087,,1.19,,packages
278,deliver_p-660087,2023-05-22 22:52:22+00:00,package delivered,p-660087,,1.19,,packages
279,create_p-660089,2023-05-23 01:00:00+00:00,create package,p-660089,,2.85,,packages
280,send_p-660083,2023-05-23 10:08:55+00:00,send package,p-660083,,3.909,,packages
281,create_p-660090,2023-05-23 10:22:57+00:00,create package,p-660090,,2.413,,packages
282,send_p-660090,2023-05-23 10:26:27+00:00,send package,p-660090,,2.413,,packages
283,deliver_p-660080,2023-05-23 10:59:56+00:00,package delivered,p-660080,,2.96,,packages
284,create_p-660091,2023-05-23 11:11:53+00:00,create package,p-660091,,4.948,,packages
285,create_p-660092,2023-05-23 13:12:42+00:00,create package,p-660092,,10.185,,packages
286,send_p-660088,2023-05-23 13:17:11+00:00,send package,p-660088,,3.59,,packages
287,send_p-660086,2023-05-23 14:05:42+00:00,send package,p-660086,,6.61,,packages
288,deliver_p-660086,2023-05-23 14:09:23+00:00,package delivered,p-660086,,6.61,,packages
289,send_p-660085,2023-05-23 14:47:39+00:00,send package,p-660085,,8.608,,packages
290,deliver_p-660088,2023-05-23 15:58:09+00:00,package delivered,p-660088,,3.59,,packages
291,deliver_p-660090,2023-05-23 16:00:31+00:00,package delivered,p-660090,,2.413,,packages
292,send_p-660092,2023-05-23 16:03:04+00:00,send package,p-660092,,10.185,,packages
293,fail_p-660092_25,2023-05-23 17:18:08+00:00,failed delivery,p-660092,,10.185,,packages
294,create_p-660093,2023-05-23 17:55:09+00:00,create package,p-660093,,3.506,,packages
295,deliver_p-660083,2023-05-24 08:33:57+00:00,package delivered,p-660083,,3.909,,packages
296,create_p-660094,2023-05-24 09:36:37+00:00,create package,p-660094,,3.24,,packages
297,send_p-660089,2023-05-24 10:18:09+00:00,send package,p-660089,,2.85,,packages
298,create_p-660095,2023-05-24 10:22:24+00:00,create package,p-660095,,2.613,,packages
299,deliver_p-660089,2023-05-24 10:36:41+00:00,package delivered,p-660089,,2.85,,packages
300,create_p-660096,2023-05-24 10:45:41+00:00,create package,p-660096,,1.951,,packages
301,send_p-660091,2023-05-24 10:50:04+00:00,send package,p-660091,,4.948,,packages
302,create_p-660097,2023-05-24 11:11:50+00:00,create package,p-660097,,6.086,,packages
303,send_p-660095,2023-05-24 11:24:15+00:00,send package,p-660095,,2.613,,packages
304,send_p-660094,2023-05-24 12:02:10+00:00,send package,p-660094,,3.24,,packages
305,deliver_p-660085,2023-05-24 12:10:28+00:00,package delivered,p-660085,,8.608,,packages
306,send_p-660096,2023-05-24 12:30:22+00:00,send package,p-660096,,1.951,,packages
307,deliver_p-660096,2023-05-24 12:59:55+00:00,package delivered,p-660096,,1.951,,packages
308,deliver_p-660095,2023-05-24 14:15:26+00:00,package delivered,p-660095,,2.613,,packages
309,deliver_p-660092,2023-05-24 14:31:06+00:00,package delivered,p-660092,,10.185,,packages
310,fail_p-660091_26,2023-05-24 15:24:43+00:00,failed delivery,p-660091,,4.948,,packages
