ocel_id,ocel_type
pick_i-880239,pick item
create_p-660026,create package
out_of_stock_i-880289,item out of stock
pick_i-880299,pick item
pick_i-880291,pick item
confirm_o-990069,confirm order
pick_i-880290,pick item
confirm_o-990070,confirm order
pick_i-880271,pick item
place_o-990071,place order
pay_o-990066,pay order
pick_i-880301,pick item
out_of_stock_i-880278,item out of stock
pick_i-880164,pick item
create_p-660027,create package
out_of_stock_i-880288,item out of stock
reorder_i-880278,reorder item
out_of_stock_i-880261,item out of stock
send_p-660027,send package
reorder_i-880293,reorder item
out_of_stock_i-880263,item out of stock
send_p-660025,send package
place_o-990072,place order
out_of_stock_i-880272,item out of stock
reorder_i-880256,reorder item
pick_i-880265,pick item
place_o-990073,place order
confirm_o-990062,confirm order
place_o-990074,place order
create_p-660028,create package
place_o-990075,place order
confirm_o-990074,confirm order
pay_o-990060,pay order
pick_i-880287,pick item
pick_i-880309,pick item
pick_i-880296,pick item
out_of_stock_i-880320,item out of stock
confirm_o-990075,confirm order
send_p-660026,send package
pick_i-880318,pick item
pick_i-880241,pick item
confirm_o-990071,confirm order
fail_p-660027_4,failed delivery
place_o-990076,place order
pick_i-880322,pick item
reorder_i-880320,reorder item
confirm_o-990076,confirm order
reorder_i-880261,reorder item
pick_i-880304,pick item
pick_i-880316,pick item
pick_i-880317,pick item
out_of_stock_i-880313,item out of stock
reorder_i-880272,reorder item
pick_i-880272,pick item
reminder_o-990023_7,payment reminder
pick_i-880269,pick item
pick_i-880277,pick item
pick_i-880203,pick item
create_p-660029,create package
pay_o-990057,pay order
pick_i-880238,pick item
place_o-990077,place order
pick_i-880274,pick item
create_p-660030,create package
confirm_o-990072,confirm order
pick_i-880305,pick item
pick_i-880253,pick item
confirm_o-990073,confirm order
pick_i-880327,pick item
confirm_o-990077,confirm order
pick_i-880250,pick item
pay_o-990052,pay order
reorder_i-880263,reorder item
place_o-990078,place order
confirm_o-990065,confirm order
pick_i-880306,pick item
create_p-660031,create package
pay_o-990077,pay order
out_of_stock_i-880303,item out of stock
send_p-660030,send package
send_p-660028,send package
pick_i-880212,pick item
pick_i-880308,pick item
place_o-990079,place order
reorder_i-880303,reorder item
out_of_stock_i-880226,item out of stock
pay_o-990003,pay order
pick_i-880285,pick item
deliver_p-660025,package delivered
confirm_o-990079,confirm order
pick_i-880266,pick item
pay_o-990041,pay order
pick_i-880321,pick item
pick_i-880324,pick item
reorder_i-880289,reorder item
reorder_i-880236,reorder item
place_o-990080,place order
pay_o-990076,pay order
pick_i-880307,pick item
pick_i-880302,pick item
pick_i-880282,pick item
pick_i-880325,pick item
send_p-660029,send package
confirm_o-990078,confirm order
pick_i-880297,pick item
create_p-660032,create package
pick_i-880328,pick item
create_p-660033,create package
place_o-990081,place order
place_o-990082,place order
place_o-990083,place order
deliver_p-660029,package delivered
pick_i-880286,pick item
pick_i-880264,pick item
confirm_o-990080,confirm order
out_of_stock_i-880254,item out of stock
out_of_stock_i-880323,item out of stock
pick_i-880177,pick item
reorder_i-880276,reorder item
pick_i-880236,pick item
pick_i-880283,pick item
out_of_stock_i-880343,item out of stock
deliver_p-660028,package delivered
pick_i-880336,pick item
pay_o-990046,pay order
place_o-990084,place order
deliver_p-660030,package delivered
reorder_i-880254,reorder item
pick_i-880311,pick item
fail_p-660026_5,failed delivery
pick_i-880315,pick item
pick_i-880326,pick item
send_p-660032,send package
pick_i-880337,pick item
pick_i-880331,pick item
pick_i-880332,pick item
pick_i-880344,pick item
create_p-660034,create package
out_of_stock_i-880342,item out of stock
pay_o-990012,pay order
pay_o-990042,pay order
place_o-990085,place order
pay_o-990075,pay order
confirm_o-990083,confirm order
pick_i-880359,pick item
pick_i-880349,pick item
fail_p-660027_6,failed delivery
confirm_o-990084,confirm order
place_o-990086,place order
deliver_p-660032,package delivered
pick_i-880347,pick item
send_p-660031,send package
pay_o-990038,pay order
pay_o-990064,pay order
pick_i-880281,pick item
pick_i-880354,pick item
pick_i-880314,pick item
out_of_stock_i-880360,item out of stock
pick_i-880363,pick item
confirm_o-990081,confirm order
send_p-660033,send package
reorder_i-880342,reorder item
confirm_o-990082,confirm order
place_o-990087,place order
pick_i-880258,pick item
reorder_i-880313,reorder item
pay_o-990082,pay order
pay_o-990065,pay order
confirm_o-990085,confirm order
out_of_stock_i-880330,item out of stock
pick_i-880352,pick item
reorder_i-880343,reorder item
pick_i-880345,pick item
create_p-660035,create package
send_p-660035,send package
place_o-990088,place order
confirm_o-990086,confirm order
pay_o-990016,pay order
place_o-990089,place order
fail_p-660027_7,failed delivery
pick_i-880298,pick item
reorder_i-880262,reorder item
pick_i-880335,pick item
place_o-990090,place order
pick_i-880390,pick item
pick_i-880365,pick item
place_o-990091,place order
pick_i-880355,pick item
deliver_p-660035,package delivered
pay_o-990079,pay order
pay_o-990040,pay order
deliver_p-660031,package delivered
pay_o-990054,pay order
pick_i-880376,pick item
pay_o-990078,pay order
out_of_stock_i-880338,item out of stock
pick_i-880384,pick item
pick_i-880394,pick item
pick_i-880383,pick item
create_p-660036,create package
confirm_o-990091,confirm order
confirm_o-990089,confirm order
pick_i-880257,pick item
send_p-660034,send package
deliver_p-660026,package delivered
pick_i-880368,pick item
reorder_i-880323,reorder item
out_of_stock_i-880279,item out of stock
place_o-990092,place order
pick_i-880374,pick item
out_of_stock_i-880373,item out of stock
pick_i-880387,pick item
reorder_i-880338,reorder item
pick_i-880268,pick item
reorder_i-880330,reorder item
pick_i-880366,pick item
out_of_stock_i-880377,item out of stock
pick_i-880175,pick item
create_p-660037,create package
pick_i-880329,pick item
pick_i-880392,pick item
deliver_p-660034,package delivered
deliver_p-660033,package delivered
place_o-990093,place order
send_p-660036,send package
pick_i-880391,pick item
pay_o-990058,pay order
place_o-990094,place order
deliver_p-660036,package delivered
reorder_i-880226,reorder item
out_of_stock_i-880380,item out of stock
out_of_stock_i-880399,item out of stock
out_of_stock_i-880334,item out of stock
pick_i-880382,pick item
pick_i-880389,pick item
pick_i-880341,pick item
pick_i-880386,pick item
confirm_o-990090,confirm order
reorder_i-880288,reorder item
pick_i-880388,pick item
pick_i-880276,pick item
pay_o-990073,pay order
confirm_o-990094,confirm order
pick_i-880343,pick item
create_p-660038,create package
out_of_stock_i-880395,item out of stock
place_o-990095,place order
confirm_o-990095,confirm order
reorder_i-880399,reorder item
pick_i-880310,pick item
pick_i-880339,pick item
pick_i-880362,pick item
out_of_stock_i-880346,item out of stock
pick_i-880280,pick item
send_p-660038,send package
pick_i-880378,pick item
create_p-660039,create package
place_o-990096,place order
pick_i-880358,pick item
send_p-660039,send package
place_o-990097,place order
reorder_i-880360,reorder item
place_o-990098,place order
place_o-990099,place order
place_o-990100,place order
create_p-660040,create package
confirm_o-990099,confirm order
pick_i-880197,pick item
place_o-990101,place order
pick_i-880357,pick item
out_of_stock_i-880361,item out of stock
out_of_stock_i-880409,item out of stock
confirm_o-990087,confirm order
out_of_stock_i-880369,item out of stock
out_of_stock_i-880348,item out of stock
reorder_i-880377,reorder item
place_o-990102,place order
pay_o-990023,pay order
fail_p-660027_8,failed delivery
pay_o-990091,pay order
pick_i-880319,pick item
send_p-660037,send package
confirm_o-990093,confirm order
confirm_o-990092,confirm order
fail_p-660027_9,failed delivery
confirm_o-990097,confirm order
deliver_p-660038,package delivered
out_of_stock_i-880367,item out of stock
pay_o-990055,pay order
pick_i-880323,pick item
pick_i-880353,pick item
pick_i-880412,pick item
fail_p-660039_10,failed delivery
pay_o-990053,pay order
pick_i-880423,pick item
confirm_o-990098,confirm order
place_o-990103,place order
pick_i-880252,pick item
pick_i-880397,pick item
pick_i-880436,pick item
pay_o-990083,pay order
out_of_stock_i-880435,item out of stock
confirm_o-990100,confirm order
confirm_o-990101,confirm order
pick_i-880371,pick item
fail_p-660027_11,failed delivery
pick_i-880400,pick item
place_o-990104,place order
out_of_stock_i-880424,item out of stock
pay_o-990099,pay order
reorder_i-880373,reorder item
confirm_o-990088,confirm order
out_of_stock_i-880433,item out of stock
reorder_i-880369,reorder item
reorder_i-880395,reorder item
pay_o-990080,pay order
place_o-990105,place order
pick_i-880251,pick item
create_p-660041,create package
reorder_i-880346,reorder item
reorder_i-880361,reorder item
confirm_o-990103,confirm order
out_of_stock_i-880414,item out of stock
fail_p-660027_12,failed delivery
pick_i-880426,pick item
send_p-660040,send package
pick_i-880333,pick item
pick_i-880295,pick item
pick_i-880406,pick item
deliver_p-660027,package delivered
pick_i-880403,pick item
pick_i-880312,pick item
out_of_stock_i-880408,item out of stock
pay_o-990056,pay order
place_o-990106,place order
pick_i-880425,pick item
out_of_stock_i-880452,item out of stock
pick_i-880437,pick item
place_o-990107,place order
pick_i-880402,pick item
pick_i-880379,pick item
out_of_stock_i-880398,item out of stock
place_o-990108,place order
place_o-990109,place order
pick_i-880417,pick item
pick_i-880419,pick item
out_of_stock_i-880463,item out of stock
pick_i-880456,pick item
pick_i-880411,pick item
create_p-660042,create package
pick_i-880467,pick item
pay_o-990051,pay order
pick_i-880445,pick item
pick_i-880440,pick item
deliver_p-660037,package delivered
pick_i-880465,pick item
place_o-990110,place order
confirm_o-990106,confirm order
send_p-660042,send package
confirm_o-990108,confirm order
pick_i-880439,pick item
pick_i-880247,pick item
pick_i-880370,pick item
create_p-660043,create package
confirm_o-990102,confirm order
out_of_stock_i-880455,item out of stock
out_of_stock_i-880451,item out of stock
deliver_p-660039,package delivered
out_of_stock_i-880464,item out of stock
reorder_i-880424,reorder item
pick_i-880395,pick item
place_o-990111,place order
pick_i-880432,pick item
pick_i-880364,pick item
pick_i-880462,pick item
confirm_o-990110,confirm order
fail_p-660040_13,failed delivery
out_of_stock_i-880351,item out of stock
pick_i-880416,pick item
pick_i-880209,pick item
create_p-660044,create package
pick_i-880474,pick item
pick_i-880457,pick item
reorder_i-880380,reorder item
pick_i-880224,pick item
place_o-990112,place order
pick_i-880438,pick item
out_of_stock_i-880470,item out of stock
pay_o-990070,pay order
reorder_i-880279,reorder item
reorder_i-880464,reorder item
out_of_stock_i-880375,item out of stock
reminder_o-990034_8,payment reminder
pick_i-880468,pick item
pick_i-880413,pick item
confirm_o-990096,confirm order
pick_i-880340,pick item
pick_i-880466,pick item
create_p-660045,create package
pick_i-880453,pick item
pick_i-880473,pick item
pick_i-880443,pick item
send_p-660044,send package
pick_i-880450,pick item
reminder_o-990037_9,payment reminder
confirm_o-990111,confirm order
place_o-990113,place order
reorder_i-880398,reorder item
send_p-660041,send package
pick_i-880458,pick item
pick_i-880480,pick item
confirm_o-990105,confirm order
reminder_o-990036_10,payment reminder
reorder_i-880334,reorder item
send_p-660045,send package
confirm_o-990107,confirm order
pick_i-880166,pick item
pick_i-880431,pick item
create_p-660046,create package
fail_p-660042_14,failed delivery
pick_i-880428,pick item
pick_i-880396,pick item
create_p-660047,create package
pick_i-880479,pick item
place_o-990114,place order
deliver_p-660041,package delivered
pick_i-880482,pick item
reorder_i-880375,reorder item
out_of_stock_i-880385,item out of stock
pick_i-880424,pick item
pick_i-880448,pick item
pick_i-880410,pick item
place_o-990115,place order
reorder_i-880451,reorder item
reorder_i-880409,reorder item
pick_i-880446,pick item
place_o-990116,place order
place_o-990117,place order
deliver_p-660045,package delivered
send_p-660043,send package
pick_i-880420,pick item
reorder_i-880367,reorder item
deliver_p-660040,package delivered
pick_i-880405,pick item
reorder_i-880351,reorder item
pick_i-880373,pick item
create_p-660048,create package
pick_i-880493,pick item
deliver_p-660042,package delivered
out_of_stock_i-880415,item out of stock
place_o-990118,place order
reorder_i-880435,reorder item
pick_i-880350,pick item
pick_i-880372,pick item
confirm_o-990112,confirm order
pick_i-880492,pick item
pick_i-880478,pick item
out_of_stock_i-880487,item out of stock
deliver_p-660043,package delivered
pay_o-990105,pay order
send_p-660048,send package
pay_o-990049,pay order
pick_i-880496,pick item
confirm_o-990104,confirm order
reorder_i-880408,reorder item
pay_o-990107,pay order
pick_i-880418,pick item
out_of_stock_i-880447,item out of stock
confirm_o-990115,confirm order
send_p-660046,send package
reorder_i-880487,reorder item
place_o-990119,place order
pick_i-880407,pick item
pick_i-880461,pick item
pick_i-880429,pick item
create_p-660049,create package
reorder_i-880455,reorder item
pick_i-880399,pick item
pay_o-990098,pay order
fail_p-660046_15,failed delivery
confirm_o-990119,confirm order
place_o-990120,place order
pay_o-990111,pay order
confirm_o-990109,confirm order
out_of_stock_i-880469,item out of stock
send_p-660047,send package
confirm_o-990114,confirm order
pick_i-880454,pick item
deliver_p-660046,package delivered
pay_o-990069,pay order
pick_i-880300,pick item
pick_i-880486,pick item
pick_i-880459,pick item
pick_i-880393,pick item
place_o-990121,place order
pick_i-880313,pick item
pay_o-990097,pay order
reorder_i-880470,reorder item
pay_o-990115,pay order
